state,district,week_start,week_end,crop_condition,hi_crop_condition,advisory,hi_advisory
Maharashtra,Nagpur,6/16/2025,6/22/2025,"Crop-specific conditions are not mentioned in the latest advisory for Nagpur. Farmers are advised to continue standard crop care practices carry out timely irrigation, maintain weed-free fields, and observe crops regularly for any signs of pests or diseases. Follow agronomic practices appropriate to the current growth stage and weather conditions in the region.","नागपुर के लिए ताज़ा सलाह में किसी विशेष फसल की स्थिति का उल्लेख नहीं किया गया है। किसानों को नियमित फसल देखभाल कार्य जारी रखने की सलाह दी जाती है—समय पर सिंचाई करें, खेत को खरपतवार-मुक्त रखें, और कीट या रोगों के लक्षणों के लिए फसलों की नियमित निगरानी करें। फसल की वर्तमान अवस्था और क्षेत्र के मौसम के अनुसार कृषि तकनीकों का पालन करें।","Farmers in Nagpur should begin sowing after receiving 75–100 mm of rainfall. For rainfed areas, use short-duration Bt or non-Bt varieties, and for irrigated areas, select medium to late-duration varieties. Treat seeds with Carboxin + Thiram, Fluxapyroxad, or Tetraconazole to protect against soil-borne diseases. Add biofertilizers like Azotobacter and PSB to enhance soil fertility. Apply Pendimethalin @700 ml per acre as a pre-emergence herbicide for better weed control. Incorporate greengram or blackgram as intercrops for improved soil health. Follow the recommended spacing and fertilizer doses for optimal growth and yield.","नागपुर में किसानों को 75–100 मिमी वर्षा होने के बाद ही बुवाई शुरू करनी चाहिए। बारिश पर निर्भर क्षेत्रों के लिए जल्दी पकने वाली Bt या नॉन-Bt किस्में और सिंचाई वाले क्षेत्रों के लिए मध्यम से देर से पकने वाली किस्में उपयोग करें। बीजों का उपचार Carboxin + Thiram, Fluxapyroxad या Tetraconazole से करें ताकि मिट्टी में पाए जाने वाले रोगों से बचाव हो सके। अजोताबैक्टर और PSB जैसे जैव उर्वरक डालें जिससे मिट्टी की उर्वरता बढ़े। प्री-इमर्जेंस खरपतवार नियंत्रण के लिए पेंडिमेथालिन @700 मि.ली. प्रति एकड़ छिड़काव करें। ग्रीनग्राम या ब्लैकग्राम को अंतरवर्तीय फसल के रूप में लगाएं ताकि मिट्टी की सेहत बेहतर हो सके। उचित दूरी और उर्वरक मात्रा का पालन करें ताकि फसल का उत्पादन अधिक और बेहतर हो।"
Maharashtra,Chandrapur,6/16/2025,6/22/2025,"Crop-specific conditions are not mentioned in the latest advisory for Chandrapur. Farmers should continue with standard crop care practices ensure timely irrigation, keep the fields free from weeds, and monitor regularly for any early signs of pests or diseases. Adopt appropriate agronomic practices based on the crop’s growth stage and local weather conditions.","चंद्रपुर के लिए ताज़ा सलाह में किसी विशेष फसल की स्थिति का उल्लेख नहीं किया गया है। किसान नियमित फसल देखभाल कार्य जारी रखें—समय पर सिंचाई करें, खेत को खरपतवार-मुक्त रखें, और कीट या रोगों के प्रारंभिक लक्षणों की नियमित निगरानी करें। फसल की वृद्धि अवस्था और स्थानीय मौसम की स्थिति के अनुसार उपयुक्त कृषि तकनीकों को अपनाएं।","Farmers in Chandrapur should start sowing only after receiving 75–100 mm of rainfall. For rainfed areas, use short-duration Bt or non-Bt varieties, and for irrigated areas, opt for medium to late-duration varieties. Treat seeds with Carboxin + Thiram, Fluxapyroxad, or Tetraconazole to protect against fungal and bacterial diseases. Apply Azotobacter and PSB as biofertilizers to improve soil fertility. Use Pendimethalin @700 ml per acre as a pre-emergence herbicide to control weeds effectively. Consider including greengram or blackgram as intercrops for better soil health. Ensure proper spacing and adhere to recommended fertilizer doses for optimal growth and yield.","चंद्रपुर में किसानों को 75–100 मिमी वर्षा होने के बाद ही बुवाई शुरू करनी चाहिए। बारिश पर निर्भर क्षेत्रों के लिए जल्दी पकने वाली Bt या नॉन-Bt किस्में और सिंचाई वाले क्षेत्रों के लिए मध्यम से देर से पकने वाली किस्में उपयोग करें। बीजों का उपचार Carboxin + Thiram, Fluxapyroxad या Tetraconazole से करें ताकि कवक और बैक्टीरियल रोगों से बचाव हो सके। अजोताबैक्टर और PSB जैसे जैव उर्वरक डालें जिससे मिट्टी की उर्वरता बढ़े। प्री-इमर्जेंस खरपतवार नियंत्रण के लिए पेंडिमेथालिन @700 मि.ली. प्रति एकड़ छिड़काव करें। ग्रीनग्राम या ब्लैकग्राम को अंतरवर्तीय फसल के रूप में लगाएं ताकि मिट्टी की सेहत बेहतर हो सके। उचित दूरी और उर्वरक मात्रा का पालन करें ताकि फसल का उत्पादन अधिक और बेहतर हो।"
Telangana,Adilabad,6/16/2025,6/22/2025,"Land preparation has been completed in most areas of Adilabad. Farmers are currently waiting for adequate and consistent rainfall before beginning sowing operations. It is advised to complete seed treatment in advance, select appropriate seed varieties based on soil type, and keep all inputs ready. Avoid sowing in dry soil and begin only when sufficient moisture is available.","आदिलाबाद जिले के अधिकांश क्षेत्रों में भूमि की तैयारी पूरी हो चुकी है। किसान वर्तमान में बुवाई शुरू करने से पहले पर्याप्त और नियमित वर्षा की प्रतीक्षा कर रहे हैं। किसानों को सलाह दी जाती है कि वे पहले से बीज उपचार पूरा कर लें, मिट्टी की प्रकृति के अनुसार उपयुक्त किस्मों का चयन करें और सभी इनपुट्स तैयार रखें। सूखी मिट्टी में बुवाई से बचें और केवल जब मिट्टी में पर्याप्त नमी हो तभी बुवाई करें।",Farmers in Adilabad are advised to take up deep summer ploughing to eliminate pink bollworm pupae and weed seeds. This will help reduce pest populations and prepare the field for better crop health. Avoid sowing until 75–100 mm of rainfall is received to ensure optimal soil moisture and better germination.,"अदिलाबाद में किसानों को गुलाबी बॉलवॉर्म के प्यूपे और खरपतवार के बीज नष्ट करने के लिए गहरी ग्रीष्मकालीन जुताई करने की सलाह दी जाती है। इससे कीटों की जनसंख्या कम करने और फसलों की बेहतर सेहत के लिए खेत तैयार करने में मदद मिलेगी। 75–100 मिमी वर्षा प्राप्त होने तक बुवाई से बचें, ताकि मिट्टी में उचित नमी हो और अंकुरण बेहतर हो सके।"
Telangana,Warangal,6/16/2025,6/22/2025,"Field preparation has been completed in Warangal, but sowing has not yet begun. Farmers are advised to wait for adequate and uniform rainfall before starting sowing. Ensure timely seed treatment, select crop varieties suitable to the soil type, and keep all necessary inputs ready. Avoid sowing in dry soil and begin operations only when sufficient soil moisture is available.","वारंगल में खेत की तैयारी पूरी हो चुकी है, लेकिन बुवाई अभी शुरू नहीं हुई है। किसानों को सलाह दी जाती है कि वे बुवाई शुरू करने से पहले पर्याप्त और समान वर्षा की प्रतीक्षा करें। समय पर बीज उपचार करें, मिट्टी की प्रकृति के अनुसार उपयुक्त फसल किस्मों का चयन करें और सभी आवश्यक इनपुट्स तैयार रखें। सूखी मिट्टी में बुवाई से बचें और केवल जब मिट्टी में पर्याप्त नमी हो तभी बुवाई करें।","Farmers in Warangal are advised to practice crop rotation every 2–3 seasons to maintain soil health and reduce pest buildup. Deep ploughing should be done, and Farm Yard Manure (FYM) should be incorporated to enhance soil fertility. Sowing should only be done after receiving 80–100 mm of rainfall to ensure sufficient soil moisture. Select hybrid varieties based on the soil type for optimal growth and yield.","वारंगल में किसानों को 2–3 मौसम में फसल चक्रीकरण करने की सलाह दी जाती है, ताकि मिट्टी की सेहत बनी रहे और कीटों की संख्या कम हो। गहरी जुताई करनी चाहिए और खाद (FYM) को मिट्टी में मिलाना चाहिए ताकि मिट्टी की उर्वरक क्षमता बढ़ सके। बुवाई केवल 80–100 मिमी वर्षा प्राप्त होने के बाद ही करें, ताकि मिट्टी में पर्याप्त नमी हो। उचित वृद्धि और पैदावार के लिए मिट्टी के प्रकार के आधार पर हाइब्रिड किस्में चुनें।"
Telangana,Khammam,6/16/2025,6/22/2025,"Crop-specific conditions are not mentioned in the latest advisory for Khammam. Farmers should continue with routine crop management practices ensure timely irrigation, keep the fields free from weeds, and monitor regularly for early signs of pests or diseases. Follow agronomic recommendations appropriate to the current crop growth stage and prevailing weather conditions.","खम्मम के लिए ताज़ा सलाह में किसी विशेष फसल की स्थिति का उल्लेख नहीं किया गया है। किसान नियमित फसल प्रबंधन कार्य करें—समय पर सिंचाई करें, खेत को खरपतवार-मुक्त रखें, और कीट या रोगों के प्रारंभिक लक्षणों की नियमित निगरानी करें। फसल की वर्तमान वृद्धि अवस्था और मौजूदा मौसम के अनुसार कृषि तकनीकों का पालन करें।","Farmers in Khammam are advised to avoid sowing until sufficient rainfall (75–100 mm) is received. Prepare the land by incorporating Farm Yard Manure (FYM) to improve soil fertility. Seed treatment with Carboxin + Thiram, Fluxapyroxad, or Tetraconazole is recommended to protect against seed-borne diseases. Proper field preparation and moisture conservation will ensure better crop establishment when sowing is done.","खम्मम में किसानों को 75–100 मिमी वर्षा प्राप्त होने तक बुवाई से बचने की सलाह दी जाती है। खेत की तैयारी के दौरान खाद (FYM) का उपयोग करके मिट्टी की उर्वरक क्षमता बढ़ाएं। बीजों का उपचार Carboxin + Thiram, Fluxapyroxad या Tetraconazole से करें, ताकि बीजों से होने वाली बीमारियों से बचाव हो सके। खेत की उचित तैयारी और नमी का संरक्षण फसल की बेहतर स्थापना में मदद करेगा।"
Telangana,Karimnagar,6/16/2025,6/22/2025,"Crop-specific conditions are not mentioned in the latest advisory for Karimnagar. Farmers are advised to continue with standard crop care practices carry out timely irrigation, maintain weed-free fields, and monitor regularly for any signs of pests or diseases. Follow recommended agronomic practices suitable for the crop's current growth stage and local weather conditions.","करीमनगर के लिए ताज़ा सलाह में किसी विशेष फसल की स्थिति का उल्लेख नहीं किया गया है। किसानों को नियमित फसल देखभाल कार्य जारी रखने की सलाह दी जाती है—समय पर सिंचाई करें, खेत को खरपतवार-मुक्त रखें, और कीट या रोगों के किसी भी लक्षण की नियमित निगरानी करें। फसल की वर्तमान वृद्धि अवस्था और स्थानीय मौसम की स्थिति के अनुसार अनुशंसित कृषि तकनीकों का पालन करें।","Farmers in Karimnagar are advised to avoid sowing until adequate rainfall of 75–100 mm is received. Ensure proper soil preparation by incorporating Farm Yard Manure (FYM) to improve soil fertility. Follow the recommended seed treatment with Carboxin + Thiram, Fluxapyroxad, or Tetraconazole for disease protection. Adequate rainfall and soil management will promote healthy crop growth once sowing begins.","करीमनगर में किसानों को 75–100 मिमी वर्षा प्राप्त होने तक बुवाई से बचने की सलाह दी जाती है। खेत की उचित तैयारी के लिए खाद (FYM) का उपयोग करके मिट्टी की उर्वरक क्षमता को बढ़ाएं। बीजों का उपचार Carboxin + Thiram, Fluxapyroxad या Tetraconazole से करें, ताकि फसल को बीमारियों से सुरक्षा मिल सके। पर्याप्त वर्षा और मिट्टी का प्रबंधन फसल की स्वस्थ वृद्धि को बढ़ावा देगा जब बुवाई की जाएगी।"
Telangana,Mahabubnagar,6/16/2025,6/22/2025,"Crop-specific conditions are not mentioned in the latest advisory for Mahabubnagar. Farmers should continue with routine crop care practices ensure timely irrigation, keep fields free from weeds, and monitor regularly for early signs of pests or diseases. Follow agronomic practices suitable for the crop’s current stage and prevailing weather conditions.","महबूबनगर के लिए ताज़ा सलाह में किसी विशेष फसल की स्थिति का उल्लेख नहीं किया गया है। किसान नियमित फसल देखभाल कार्य करें—समय पर सिंचाई करें, खेत को खरपतवार-मुक्त रखें, और कीट या रोगों के प्रारंभिक लक्षणों की नियमित निगरानी करें। फसल की वर्तमान अवस्था और मौजूदा मौसम के अनुसार कृषि तकनीकों का पालन करें।","Farmers in Mahabubnagar should wait for optimal rainfall of 75–100 mm before sowing. Ensure proper soil preparation by deep ploughing to kill pest larvae and weed seeds. Practice pest management and seed treatment with Carboxin + Thiram, Fluxapyroxad, or Tetraconazole. These steps will help improve crop health and ensure a good start to the growing season once rainfall conditions are favorable.","महबूबनगर में किसानों को 75–100 मिमी वर्षा प्राप्त होने तक बुवाई से बचने की सलाह दी जाती है। उचित मिट्टी की तैयारी के लिए गहरी जुताई करें, ताकि कीटों के लार्वा और खरपतवार के बीज मारे जा सकें। कीट प्रबंधन और बीजों का उपचार Carboxin + Thiram, Fluxapyroxad या Tetraconazole से करें। ये कदम फसल की सेहत को सुधारने में मदद करेंगे और वर्षा की अनुकूल स्थिति आने पर फसल की अच्छी शुरुआत सुनिश्चित करेंगे।"
Andhra Pradesh,Guntur,6/16/2025,6/22/2025,"In Guntur, sowing has not yet started and will begin only after receiving sufficient and consistent rainfall. Farmers are advised to complete all seed treatment processes in advance, select appropriate crop varieties based on soil type, and keep inputs ready. Avoid sowing in dry conditions and begin operations only when adequate soil moisture is available.","गुंटूर में बुवाई अभी शुरू नहीं हुई है और यह पर्याप्त तथा नियमित वर्षा के प्राप्त होने के बाद ही शुरू की जाएगी। किसानों को सलाह दी जाती है कि वे पहले से बीज उपचार की सभी प्रक्रियाएं पूरी कर लें, मिट्टी की प्रकृति के अनुसार उपयुक्त फसल किस्मों का चयन करें और सभी इनपुट्स तैयार रखें। सूखी स्थिति में बुवाई से बचें और केवल जब मिट्टी में पर्याप्त नमी हो तभी बुवाई करें।","Farmers in Guntur should wait for adequate monsoon rainfall before starting sowing operations. In the meantime, prepare the fields by ploughing and ensure that all necessary inputs, such as seeds, fertilizers, and pesticides, are arranged in advance. This will help you begin sowing at the right time and ensure healthy crop growth once the rains arrive.","गुंटूर में किसानों को बुवाई शुरू करने से पहले पर्याप्त मॉनसून वर्षा का इंतजार करना चाहिए। इस बीच, खेतों की जुताई कर तैयार करें और सुनिश्चित करें कि सभी आवश्यक इनपुट जैसे बीज, उर्वरक और कीटनाशक पहले से ही उपलब्ध हों। यह आपको सही समय पर बुवाई शुरू करने और वर्षा के आने पर स्वस्थ फसल विकास सुनिश्चित करने में मदद करेगा।"
Andhra Pradesh,Prakasam,6/16/2025,6/22/2025,"In Prakasam, sowing is yet to begin and will commence only after sufficient and uniform rainfall is received. Farmers are advised to complete seed treatment in advance, choose suitable crop varieties based on soil conditions, and keep all required inputs ready. Avoid sowing in dry soil and initiate sowing only when adequate soil moisture is available.","प्रकाशम में बुवाई अभी शुरू नहीं हुई है और यह पर्याप्त तथा समान रूप से वर्षा होने के बाद ही शुरू की जाएगी। किसानों को सलाह दी जाती है कि वे बीज उपचार पहले से कर लें, मिट्टी की प्रकृति के अनुसार उपयुक्त फसल किस्मों का चयन करें और आवश्यक इनपुट्स तैयार रखें। सूखी मिट्टी में बुवाई से बचें और केवल जब मिट्टी में पर्याप्त नमी हो तभी बुवाई करें।","Farmers in Prakasam should begin sowing only after receiving sufficient rainfall. In the meantime, prepare the land and ensure that all necessary inputs, such as seeds, fertilizers, and pesticides, are ready for timely sowing once the rain arrives. Early preparation will help ensure a smooth and efficient sowing process.","प्रकाशम में किसानों को बुवाई केवल पर्याप्त वर्षा प्राप्त होने के बाद ही शुरू करनी चाहिए। इस बीच, खेतों की तैयारी करें और यह सुनिश्चित करें कि सभी आवश्यक इनपुट जैसे बीज, उर्वरक और कीटनाशक पहले से ही तैयार हों ताकि वर्षा के बाद बुवाई समय पर की जा सके। पहले से तैयारी करने से बुवाई प्रक्रिया सुचारु और प्रभावी होगी।"
Andhra Pradesh,Nandyal,6/16/2025,6/22/2025,"In Nandyal, sowing has not yet commenced and will begin only after receiving adequate and consistent rainfall. Farmers are advised to carry out seed treatment beforehand, select suitable crop varieties based on soil conditions, and keep all necessary inputs ready. Avoid sowing in dry soil and initiate sowing only when sufficient moisture is available in the field.","नंद्याल में बुवाई अभी शुरू नहीं हुई है और यह पर्याप्त तथा नियमित वर्षा के बाद ही शुरू की जाएगी। किसानों को सलाह दी जाती है कि वे पहले से बीज उपचार करें, मिट्टी की प्रकृति के अनुसार उपयुक्त फसल किस्मों का चयन करें और सभी आवश्यक इनपुट्स तैयार रखें। सूखी मिट्टी में बुवाई से बचें और केवल जब खेत में पर्याप्त नमी हो तभी बुवाई करें।","Farmers in Nandyal should wait for the monsoon rains before starting sowing operations. In the meantime, focus on completing land preparation and collecting all necessary inputs such as seeds, fertilizers, and pesticides. This will ensure that sowing can begin as soon as the rains arrive, without any delays.","नांदेडल में किसानों को मानसून की वर्षा का इंतजार करना चाहिए, उसके बाद ही बुवाई शुरू करें। इस दौरान, भूमि की तैयारी पूरी करें और सभी आवश्यक इनपुट जैसे बीज, उर्वरक और कीटनाशक पहले से इकट्ठा कर लें। इससे यह सुनिश्चित होगा कि वर्षा के बाद बुवाई समय पर शुरू हो सकेगी, बिना किसी देरी के।"
Karnataka,Dharwad,6/16/2025,6/22/2025,"In Dharwad, cleaning and land preparation activities are currently in progress. Farmers are advised to continue field preparation operations such as ploughing, removal of crop residues, and leveling. Application of organic manure like FYM can be carried out at this stage. Ensure seed treatment is planned in advance and inputs are ready for sowing once sufficient rainfall is received.","धारवाड़ में सफाई और भूमि की तैयारी का कार्य प्रगति पर है। किसानों को सलाह दी जाती है कि वे जुताई, फसल अवशेषों की सफाई और खेत समतलीकरण जैसे भूमि तैयार करने के कार्य जारी रखें। इस चरण में गोबर की खाद (FYM) जैसे जैविक खाद का उपयोग किया जा सकता है। बीज उपचार की योजना पहले से बनाएं और जैसे ही पर्याप्त वर्षा हो, बुवाई के लिए इनपुट्स तैयार रखें।","In Dharwad, sow Okra every 20 rows of cotton to manage shoot weevil infestations effectively. Farmers should proceed with sowing only when sufficient rainfall has been received. Ensure that all necessary inputs like seeds, fertilizers, and pesticides are ready for timely sowing.","धारवाड़ में, शूट वीविल को नियंत्रित करने के लिए कपास की हर 20 पंक्तियों के बीच भिंडी (ओकड़ा) की बुवाई करें। किसान केवल तब ही बुवाई करें जब पर्याप्त वर्षा हो चुकी हो। यह सुनिश्चित करें कि बीज, उर्वरक और कीटनाशक जैसे सभी आवश्यक इनपुट समय पर बुवाई के लिए तैयार हों।"
Karnataka,Haveri,6/16/2025,6/22/2025,"Crop-specific conditions are not mentioned in the latest advisory for Haveri. Farmers should continue with regular crop care activities ensure timely irrigation, keep fields free from weeds, and monitor closely for early signs of pests or diseases. Follow agronomic recommendations suitable for the current crop growth stage and prevailing weather conditions.","हावेरी के लिए ताज़ा सलाह में किसी विशेष फसल की स्थिति का उल्लेख नहीं किया गया है। किसान नियमित फसल देखभाल कार्य करें—समय पर सिंचाई करें, खेत को खरपतवार-मुक्त रखें, और कीट या रोगों के प्रारंभिक लक्षणों की सतर्क निगरानी करें। फसल की वर्तमान वृद्धि अवस्था और मौजूदा मौसम के अनुसार कृषि तकनीकों का पालन करें।","In Haveri, prepare the land in advance and plan for intercrops such as Okra. Ensure that the soil has adequate moisture before starting sowing operations. Proceed with sowing once sufficient rainfall has been received to support healthy crop growth.","हावेरी में, भूमि की पूर्व तैयारी करें और भिंडी जैसी अंतरवर्तीय फसलों की योजना बनाएं। बुवाई शुरू करने से पहले यह सुनिश्चित करें कि मिट्टी में पर्याप्त नमी हो। स्वस्थ फसल की वृद्धि के लिए पर्याप्त वर्षा होने पर ही बुवाई करें।"
Karnataka,Mysore,6/16/2025,6/22/2025,"Crop-specific conditions are not mentioned in the latest advisory for Mysore. Farmers are advised to continue with standard crop care practices ensure timely irrigation, keep fields clean and free from weeds, and regularly monitor for any signs of pest or disease. Follow agronomic recommendations appropriate to the crop’s current growth stage and the local weather conditions.","मैसूर के लिए ताज़ा सलाह में किसी विशेष फसल की स्थिति का उल्लेख नहीं किया गया है। किसानों को नियमित फसल देखभाल कार्य करने की सलाह दी जाती है—समय पर सिंचाई करें, खेत को साफ और खरपतवार-मुक्त रखें, और कीट या रोगों के किसी भी लक्षण की नियमित निगरानी करें। फसल की वर्तमान वृद्धि अवस्था और स्थानीय मौसम के अनुसार कृषि तकनीकों का पालन करें।","In Mysore, prepare the land and arrange necessary inputs in advance. Wait for adequate rainfall before starting sowing operations. Sowing should be done only when sufficient moisture is available to ensure optimal crop growth.","मैसूर में, भूमि की तैयारी करें और आवश्यक सामग्री पहले ही इकट्ठा कर लें। बुवाई शुरू करने से पहले पर्याप्त वर्षा का इंतजार करें। बुवाई तभी करें जब पर्याप्त नमी उपलब्ध हो, ताकि फसल की वृद्धि अच्छे से हो सके।"
Karnataka,Chamrajanagar,6/16/2025,6/22/2025,"In Chamarajanagar, the crop is currently 30–45 days old and in the vegetative stage. Farmers are carrying out weeding and top dressing of urea. Incidences of jassids and aphids have been observed. Farmers are advised to continue timely weeding, ensure proper nutrient management, and closely monitor pest levels. If pest incidence crosses the economic threshold level (ETL), apply recommended insecticides as per local agricultural department guidelines.","चामराजनगर में फसल वर्तमान में 30–45 दिन की है और वनस्पतिक अवस्था में है। किसान इस समय निराई और यूरिया की ऊपर से खाद दे रहे हैं। जेसिड और एफिड (माहू) के प्रकोप देखे गए हैं। किसानों को सलाह दी जाती है कि वे समय पर निराई करते रहें, पोषक तत्वों का सही प्रबंधन करें और कीटों की निगरानी नियमित रूप से करें। यदि कीटों का प्रकोप आर्थिक क्षति स्तर (ETL) से अधिक हो, तो स्थानीय कृषि विभाग की सिफारिशों के अनुसार उचित कीटनाशक का छिड़काव करें।","In Chamrajanagar, install yellow sticky traps to effectively manage aphids and jassids. Continue inter-cultivation and earthing up as part of regular field management. Monitor pests regularly, and only apply insecticides if the pest population exceeds the Economic Threshold Level (ETL).","चमराजनगर में, एफिड्स और जैसिड्स के नियंत्रण के लिए येलो स्टिकी ट्रैप्स लगाएं। नियमित खेत प्रबंधन के तहत अंतर-खेत शोधन और माउंडिंग जारी रखें। कीड़ों की नियमित निगरानी करें और केवल तब ही कीटनाशक का उपयोग करें जब कीटों की संख्या आर्थिक सीमा (ETL) को पार कर जाए।"
Tamil Nadu,Perambalur,6/16/2025,6/22/2025,"In Perambalur, field preparation activities are currently underway. Farmers are advised to continue ploughing, removal of previous crop residues, and leveling of fields. Application of organic manure like farmyard manure (FYM) or compost can be done during this stage. Prepare seeds and other inputs in advance and plan sowing based on the onset of sufficient rainfall.","पेरम्बलूर में खेत की तैयारी का कार्य प्रगति पर है। किसानों को सलाह दी जाती है कि वे जुताई, पिछले फसल अवशेषों की सफाई और खेत समतलीकरण जैसे कार्य जारी रखें। इस चरण में गोबर की खाद (FYM) या कम्पोस्ट जैसे जैविक खाद का प्रयोग किया जा सकता है। बीज और अन्य इनपुट्स पहले से तैयार रखें और पर्याप्त वर्षा के आगमन के अनुसार बुवाई की योजना बनाएं।",Farmers in Perambalur should continue with land preparation and ensure that sowing is done on time once adequate rainfall is received. Keep inputs ready to facilitate timely planting.,परम्बलुर में किसानों को भूमि की तैयारी जारी रखनी चाहिए और पर्याप्त वर्षा होने पर समय पर बुवाई सुनिश्चित करनी चाहिए। समय पर बुवाई के लिए सभी आवश्यक सामग्री पहले से तैयार रखें।
Tamil Nadu,Salem,6/16/2025,6/22/2025,"In Salem, field preparation is currently in progress. Farmers are advised to continue ploughing, clearing crop residues, and leveling the land. Application of organic manure such as farmyard manure (FYM) can be done at this stage to improve soil fertility. Ensure timely seed procurement, carry out seed treatment, and get inputs ready for sowing once adequate rainfall is received.","सेलम में खेत की तैयारी का कार्य जारी है। किसानों को सलाह दी जाती है कि वे जुताई, फसल अवशेषों की सफाई और खेत समतलीकरण जैसे कार्य करें। इस चरण में मिट्टी की उर्वरता बढ़ाने के लिए गोबर की खाद (FYM) का प्रयोग किया जा सकता है। समय पर बीज की व्यवस्था करें, बीज उपचार करें और जैसे ही पर्याप्त वर्षा हो, बुवाई के लिए इनपुट्स तैयार रखें।",Farmers in Salem should prepare inputs in advance and monitor soil moisture levels closely. Avoid sowing until adequate rainfall occurs to ensure optimal conditions for crop growth.,"सलेम में किसानों को पहले से आवश्यक सामग्री तैयार रखनी चाहिए और मिट्टी में नमी के स्तर की निगरानी करनी चाहिए। उचित वर्षा होने तक बुवाई से बचें, ताकि फसल उगने के लिए सर्वोत्तम परिस्थितियाँ सुनिश्चित हो सकें।"
Tamil Nadu,Trichy,6/16/2025,6/22/2025,"In Trichy, field preparation activities are currently in progress. Farmers are advised to continue ploughing, removal of old crop residues, and leveling of land. Application of organic manures like FYM or compost is recommended at this stage to enrich soil fertility. Prepare seeds and inputs in advance and plan sowing based on the arrival of sufficient and consistent rainfall.","तिरुचिरापल्ली (त्रिची) में खेत की तैयारी का कार्य प्रगति पर है। किसानों को सलाह दी जाती है कि वे जुताई, पुराने फसल अवशेषों की सफाई और खेत समतलीकरण जैसे कार्य जारी रखें। इस चरण में मिट्टी की उर्वरता बढ़ाने के लिए गोबर की खाद (FYM) या कम्पोस्ट का उपयोग करना लाभकारी रहेगा। बीज और इनपुट्स पहले से तैयार रखें और पर्याप्त एवं नियमित वर्षा के अनुसार बुवाई की योजना बनाएं।",Farmers in Trichy should complete field preparation and plan for sowing after receiving sufficient moisture. Ensure all inputs are ready for a timely sowing schedule once the necessary rainfall occurs.,तिरुचि में किसानों को खेत की तैयारी पूरी करनी चाहिए और पर्याप्त नमी मिलने के बाद बुवाई की योजना बनानी चाहिए। आवश्यक वर्षा होने पर समय पर बुवाई के लिए सभी सामग्री तैयार रखें।
Tamil Nadu,Virudhunagar,6/16/2025,6/22/2025,"In Virudhunagar, field preparation is currently ongoing. Farmers are advised to continue primary tillage, remove crop residues, and level the fields. Application of organic manure like FYM or compost can be done at this stage to enhance soil health. Prepare quality seeds and other inputs in advance and plan sowing based on adequate and consistent rainfall.","विरुधुनगर में खेत की तैयारी का कार्य प्रगति पर है। किसानों को सलाह दी जाती है कि वे प्रारंभिक जुताई, फसल अवशेषों की सफाई और खेत समतलीकरण का कार्य जारी रखें। इस चरण में मिट्टी की सेहत सुधारने के लिए गोबर की खाद (FYM) या कम्पोस्ट का उपयोग किया जा सकता है। अच्छे गुणवत्ता वाले बीज और अन्य इनपुट्स पहले से तैयार रखें और पर्याप्त तथा नियमित वर्षा के अनुसार बुवाई की योजना बनाएं।",Farmers in Virudhunagar should ensure timely land preparation and arrange all necessary inputs in advance. Wait for sufficient rainfall before beginning sowing to ensure optimal crop growth.,विरुधुनगर में किसानों को समय पर खेत की तैयारी करनी चाहिए और सभी आवश्यक सामग्रियों को पहले से तैयार रखना चाहिए। बुवाई शुरू करने से पहले पर्याप्त वर्षा का इंतजार करें ताकि फसल का बेहतर विकास हो सके।
